"연령별","체류자격별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년",
"27세","종교","여자","","6","3","2","6","6","4",
"27세","주재","계","","37","24","16","30","24","12",
"27세","주재","남자","","32","19","11","23","16","11",
"27세","주재","여자","","5","5","5","7","8","1",
"27세","기업투자","계","","24","21","20","26","11","14",
"27세","기업투자","남자","","17","16","16","22","10","11",
"27세","기업투자","여자","","7","5","4","4","1","3",
"27세","무역경영","계","","37","50","18","16","8","12",
"27세","무역경영","남자","","36","46","17","13","8","11",
"27세","무역경영","여자","","1","4","1","3","0","1",
"27세","교수","계","","9","15","6","6","4","4",
"27세","교수","남자","","2","9","5","4","2","1",
"27세","교수","여자","","7","6","1","2","2","3",
"27세","선원","계","","161","255","165","137","167","217",
"27세","선원","남자","","161","255","165","137","167","217",
"27세","선원","여자","","0","0","0","0","0","0",
"27세","회화지도","계","","656","492","382","446","406","431",
"27세","회화지도","남자","","309","217","191","183","145","148",
"27세","회화지도","여자","","347","275","191","263","261","283",
"27세","연구","계","","44","29","28","41","32","23",
"27세","연구","남자","","38","27","22","30","29","15",
"27세","연구","여자","","6","2","6","11","3","8",
"27세","기술지도","계","","","1","","1","2","",
"27세","기술지도","남자","","","1","","1","2","",
"27세","기술지도","여자","","","0","","0","0","",
"27세","전문직업","계","","2","1","3","2","1","",
"27세","전문직업","남자","","2","1","3","2","1","",
"27세","전문직업","여자","","0","0","0","0","0","",
"27세","예술흥행","계","","136","145","126","102","70","79",
"27세","예술흥행","남자","","30","38","25","27","27","34",
"27세","예술흥행","여자","","106","107","101","75","43","45",
"27세","특정활동","계","","211","236","276","266","213","212",
"27세","특정활동","남자","","144","156","178","163","127","118",
"27세","특정활동","여자","","67","80","98","103","86","94",
"27세","비전문취업","계","","3778","3615","3184","4189","3448","3713",
"27세","비전문취업","남자","","3424","3332","2870","3832","3135","3404",
"27세","비전문취업","여자","","354","283","314","357","313","309",
"27세","방문동거","계","","61","87","111","304","259","220",
"27세","방문동거","남자","","25","22","31","78","77","61",
"27세","방문동거","여자","","36","65","80","226","182","159",
"27세","거주","계","","97","77","49","50","46","52",
"27세","거주","남자","","20","13","10","10","11","16",
"27세","거주","여자","","77","64","39","40","35","36",
"27세","동반","계","","137","179","151","183","156","164",
"27세","동반","남자","","3","8","12","9","15","11",
"27세","동반","여자","","134","171","139","174","141","153",
"27세","재외동포","계","","630","636","798","971","906","916",
"27세","재외동포","남자","","306","276","389","496","470","464",
"27세","재외동포","여자","","324","360","409","475","436","452",
"27세","영주","계","","143","160","136","130","114","87",
"27세","영주","남자","","80","95","64","59","59","52",
"27세","영주","여자","","63","65","72","71","55","35",
"27세","결혼이민","계","","727","529","572","549","563","530",
"27세","결혼이민","남자","","42","34","28","38","32","34",
"27세","결혼이민","여자","","685","495","544","511","531","496",
"27세","기타","계","","4","6","13","17","22","15",
"27세","기타","남자","","2","4","10","16","17","9",
"27세","기타","여자","","2","2","3","1","5","6",
"27세","관광취업","계","","114","98","123","141","136","177",
"27세","관광취업","남자","","18","23","27","25","28","43",
"27세","관광취업","여자","","96","75","96","116","108","134",
"27세","방문취업","계","","2247","2035","1209","715","598","504",
"27세","방문취업","남자","","1313","1160","708","430","386","318",
"27세","방문취업","여자","","934","875","501","285","212","186",
"27세","관광상륙","계","","","7","4","8","1","",
"27세","관광상륙","남자","","","3","2","6","0","",
"27세","관광상륙","여자","","","4","2","2","1","",
"28세","총계","계","","12487","12408","11558","13074","14330","15909",
"28세","총계","남자","","8020","7798","7016","8187","8675","9715",
"28세","총계","여자","","4467","4610","4542","4887","5655","6194",
"28세","공무","계","","6","15","16","18","9","18",
"28세","공무","남자","","5","7","10","7","5","14",
"28세","공무","여자","","1","8","6","11","4","4",
"28세","사증면제","계","","511","1858","873","1474","3760","4309",
"28세","사증면제","남자","","244","980","390","668","1915","2079",
"28세","사증면제","여자","","267","878","483","806","1845","2230",
"28세","관광통과","계","","388","540","677","604","734","968",
"28세","관광통과","남자","","202","303","393","369","479","639",
"28세","관광통과","여자","","186","237","284","235","255","329",
"28세","일시취재","계","","2","","","","","1",
"28세","일시취재","남자","","2","","","","","1",
"28세","일시취재","여자","","0","","","","","0",
"28세","단기방문","계","","2278","1241","1795","1515","1660","1711",
"28세","단기방문","남자","","1396","724","951","870","996","1045",
"28세","단기방문","여자","","882","517","844","645","664","666",
"28세","단기취업","계","","2","3","7","18","18","5",
"28세","단기취업","남자","","1","3","6","15","8","3",
"28세","단기취업","여자","","1","0","1","3","10","2",
"28세","문화예술","계","","3","4","8","4","8","5",
"28세","문화예술","남자","","3","4","4","4","5","1",
"28세","문화예술","여자","","0","0","4","0","3","4",
"28세","구직","계","","14","13","27","18","19","37",
"28세","구직","남자","","9","6","10","7","8","18",
"28세","구직","여자","","5","7","17","11","11","19",
"28세","유학","계","","283","304","353","412","460","593",
"28세","유학","남자","","189","206","207","252","252","361",
"28세","유학","여자","","94","98","146","160","208","232",
"28세","기술연수","계","","77","86","112","93","111","81",
"28세","기술연수","남자","","48","68","82","64","84","72",
"28세","기술연수","여자","","29","18","30","29","27","9",
"28세","일반연수","계","","220","233","253","351","418","370",
"28세","일반연수","남자","","101","91","113","154","179","182",
"28세","일반연수","여자","","119","142","140","197","239","188",
"28세","취재","계","","","","1","","2","1",
"28세","취재","남자","","","","0","","2","0",
"28세","취재","여자","","","","1","","0","1",
"28세","종교","계","","6","12","10","14","11","5",
"28세","종교","남자","","1","7","2","4","7","2",
"28세","종교","여자","","5","5","8","10","4","3",
"28세","주재","계","","48","27","29","29","16","19",
"28세","주재","남자","","41","21","28","24","13","12",
"28세","주재","여자","","7","6","1","5","3","7",
"28세","기업투자","계","","25","23","22","28","29","20",
"28세","기업투자","남자","","20","18","21","22","24","17",
"28세","기업투자","여자","","5","5","1","6","5","3",
"28세","무역경영","계","","37","38","33","27","14","15",
"28세","무역경영","남자","","34","35","29","25","12","15",
"28세","무역경영","여자","","3","3","4","2","2","0",
"28세","교수","계","","13","10","11","3","4","2",
"28세","교수","남자","","8","3","7","1","2","2",
"28세","교수","여자","","5","7","4","2","2","0",
"28세","선원","계","","158","229","191","154","184","251",
"28세","선원","남자","","158","229","191","154","184","251",
"28세","선원","여자","","0","0","0","0","0","0",
"28세","회화지도","계","","542","380","347","352","303","326",
"28세","회화지도","남자","","310","195","159","153","127","126",
"28세","회화지도","여자","","232","185","188","199","176","200",
"28세","연구","계","","56","71","64","45","60","57",
"28세","연구","남자","","46","56","55","36","44","42",
"28세","연구","여자","","10","15","9","9","16","15",
"28세","기술지도","계","","","1","","","","",
"28세","기술지도","남자","","","1","","","","",
"28세","기술지도","여자","","","0","","","","",
"28세","전문직업","계","","1","","1","3","","",
"28세","전문직업","남자","","1","","1","3","","",
"28세","전문직업","여자","","0","","0","0","","",
"28세","예술흥행","계","","132","133","103","66","59","67",
"28세","예술흥행","남자","","26","27","25","20","32","28",
"28세","예술흥행","여자","","106","106","78","46","27","39",
"28세","특정활동","계","","216","239","274","311","212","238",
"28세","특정활동","남자","","157","157","181","187","131","131",
"28세","특정활동","여자","","59","82","93","124","81","107",
"28세","비전문취업","계","","3600","3469","3137","4138","3216","3644",
"28세","비전문취업","남자","","3299","3190","2859","3787","2928","3373",
"28세","비전문취업","여자","","301","279","278","351","288","271",
"28세","방문동거","계","","59","81","127","316","252","237",
"28세","방문동거","남자","","33","18","36","80","63","72",
"28세","방문동거","여자","","26","63","91","236","189","165",
"28세","거주","계","","106","64","80","69","49","76",
"28세","거주","남자","","33","14","10","17","14","15",
"28세","거주","여자","","73","50","70","52","35","61",
"28세","동반","계","","165","171","166","166","185","206",
"28세","동반","남자","","1","8","11","16","27","13",
"28세","동반","여자","","164","163","155","150","158","193",
"28세","재외동포","계","","553","562","673","911","866","922",
"28세","재외동포","남자","","268","264","308","472","464","462",
"28세","재외동포","여자","","285","298","365","439","402","460",
"28세","영주","계","","154","163","154","140","136","106",
